id,task_type,theme,poem_type,prompt,generated_poem,is_format_correct,num_sentences,char_counts,errors
T0551,theme_generation,边塞,五言绝句,"请围绕主题“边塞”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",胡儿吹短笛，走马出中围。满眼皆戎虏，如何不泪垂。,True,4,"[5, 5, 5, 5]",[]
T0552,theme_generation,田园,七言绝句,"请围绕主题“田园”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古木丛生草树长，鸡鸣犬吠隔溪村。此间自有烟霞趣，谁把功名挂眼根。,True,4,"[7, 7, 7, 7]",[]
T0553,theme_generation,江南,五言绝句,"请围绕主题“江南”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江阔白波平，洲长绿树轻。渔翁何处在？烟雨一蓑行。,True,4,"[5, 5, 5, 5]",[]
T0554,theme_generation,长安,七言绝句,"请围绕主题“长安”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",汉殿生春早，和风度紫微。日华开霁色，春气著花枝。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0555,theme_generation,古寺,五言绝句,"请围绕主题“古寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古寺连秋水，幽斋出绿荷。平生无此乐，日到晚烟多。,True,4,"[5, 5, 5, 5]",[]
T0556,theme_generation,夜雨,七言绝句,"请围绕主题“夜雨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",客愁生暮雨，宿鸟恋空林。秋思偏宜夜，寒灯共一衾。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0557,theme_generation,客栈,五言绝句,"请围绕主题“客栈”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一径通幽处，柴门对乱山。青灯读残史，古寺夜深关。,True,4,"[5, 5, 5, 5]",[]
T0558,theme_generation,渡口,七言绝句,"请围绕主题“渡口”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",沙岸无人渡古槎，月明千里客思家。潮声一夜西风急，惊起江头宿鹭鸶。,True,4,"[7, 7, 7, 7]",[]
T0559,theme_generation,山村,五言绝句,"请围绕主题“山村”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",石梁跨山腹，下有清浅流。仰看天如盆，更无片云浮。,True,4,"[5, 5, 5, 5]",[]
T0560,theme_generation,渔家,七言绝句,"请围绕主题“渔家”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",鱼贯江村夕照斜，樯乌飞落钓鱼槎。谁家吹笛船中月，一曲芦花风起时。,True,4,"[7, 7, 7, 7]",[]
T0561,theme_generation,美酒,五言绝句,"请围绕主题“美酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",金屋无人醉，琼林何处游。春风知别苦，专与水西流。,True,4,"[5, 5, 5, 5]",[]
T0562,theme_generation,琴声,七言绝句,"请围绕主题“琴声”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一棹清溪夜，千岩万壑秋。水声和雨急，月色带山愁。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0563,theme_generation,书卷,五言绝句,"请围绕主题“书卷”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",白日看云坐，清风对酒吟。何曾嫌简朴，唯恨少知音。,True,4,"[5, 5, 5, 5]",[]
T0564,theme_generation,灯火,七言绝句,"请围绕主题“灯火”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",灯影摇人语，风声碎雨丝。不眠还自起，独步小园西。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0565,theme_generation,诗酒,五言绝句,"请围绕主题“诗酒”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",小醉春愁尽，新吟夜坐成。不辞归计早，肯向此闲行。,True,4,"[5, 5, 5, 5]",[]
T0566,theme_generation,征人,七言绝句,"请围绕主题“征人”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",朔吹何太急，胡尘未肯清。将军莫爱子，万里射雕行。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0567,theme_generation,游子,五言绝句,"请围绕主题“游子”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",游子悲白发，故人零落尽。日月不可停，胡不归故园。,True,4,"[5, 5, 5, 5]",[]
T0568,theme_generation,故乡,七言绝句,"请围绕主题“故乡”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春尽已无花，归心日夜加。故园渺何处，不似在邻家。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0569,theme_generation,关山,五言绝句,"请围绕主题“关山”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",长亭更短亭，十里一停骖。独树无人别，惟应鸟道衔。,True,4,"[5, 5, 5, 5]",[]
T0570,theme_generation,楼台,七言绝句,"请围绕主题“楼台”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",楼台三百间，缭绕水云间。夜静秋霜重，星河入梦寒。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0571,theme_generation,晨景,五言绝句,"请围绕主题“晨景”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",霁色开寒雾，山容出远村。鸟栖人迹静，春意自黄昏。,True,4,"[5, 5, 5, 5]",[]
T0572,theme_generation,暮景,七言绝句,"请围绕主题“暮景”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风露吹人冷，星河逼夜深。更看山吐月，分作两重阴。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0573,theme_generation,湖上,五言绝句,"请围绕主题“湖上”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",落日红如锦，高风白似茵。醉乡无远近，步到即仙人。,True,4,"[5, 5, 5, 5]",[]
T0574,theme_generation,溪边,七言绝句,"请围绕主题“溪边”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",日暖碧溪流，春来绿草幽。渔翁醉眠处，和叶卧苹洲。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0575,theme_generation,山寺,五言绝句,"请围绕主题“山寺”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",路转层梯上，人归一径幽。夜深猿共宿，云外鴈和秋。,True,4,"[5, 5, 5, 5]",[]
T0576,theme_generation,秋夜,七言绝句,"请围绕主题“秋夜”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",雨声鸣夜屋，风露滴空庭。独坐无余事，高梧发啸声。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0577,theme_generation,春游,五言绝句,"请围绕主题“春游”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",草色迷春径，烟光湿钓矶。偶无闲岁月，何处问玄机。,True,4,"[5, 5, 5, 5]",[]
T0578,theme_generation,送别,七言绝句,"请围绕主题“送别”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",秋光满柳堤，别恨向人低。日暮行人去，黄花过马齐。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0579,theme_generation,登高,五言绝句,"请围绕主题“登高”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",我欲招魂兮，君当问礼。风凄天泬寥，日薄云阴翳。。,False,4,"[5, 4, 5, 5]","[""第 2 句字数错误：期望 5 字，实际 4 字""]"
T0580,theme_generation,望月,七言绝句,"请围绕主题“望月”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",人境两相忘，空山不记行。忽然敲竹处，身在广寒城。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0581,theme_generation,听雨,五言绝句,"请围绕主题“听雨”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",空阶夜雨寒，不寐百忧端。应是思乡梦，灯前见汝南。,True,4,"[5, 5, 5, 5]",[]
T0582,theme_generation,赏花,七言绝句,"请围绕主题“赏花”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",人日雨新晴，百花如许盛。何须更问春，春在梅花上。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0583,theme_generation,观潮,五言绝句,"请围绕主题“观潮”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江空涌雪涛，山静卷银波。水伯自雄大，吾生奈若何。,True,4,"[5, 5, 5, 5]",[]
T0584,theme_generation,塞外,七言绝句,"请围绕主题“塞外”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",塞外雪中望，江南春未还。年年经战地，不见有归山。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0585,theme_generation,军旅,五言绝句,"请围绕主题“军旅”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",战败无归日，临危欲死时。如今头已白，悔不早提师。,True,4,"[5, 5, 5, 5]",[]
T0586,theme_generation,宫怨,七言绝句,"请围绕主题“宫怨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",翠被金炉暖，红弦玉柱长。春宵度银烛，秋夜入罗裳。。。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0587,theme_generation,闺思,五言绝句,"请围绕主题“闺思”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",自别同心印，音容入梦频。只愁无路到，不那独伤神。,True,4,"[5, 5, 5, 5]",[]
T0588,theme_generation,农家,七言绝句,"请围绕主题“农家”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",老农锄雨又耘田，一犂耕破几峰前。不道今年新种秫，春来全胜去年年。,True,4,"[7, 7, 7, 7]",[]
T0589,theme_generation,渔舟,五言绝句,"请围绕主题“渔舟”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风急寒涛起，江空夜月流。不将儿女恨，尽付小孤愁。,True,4,"[5, 5, 5, 5]",[]
T0590,theme_generation,山居,七言绝句,"请围绕主题“山居”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",闲处安身世外情，云深不碍步虚声。何如却向人间住，看尽千峰万壑横。,True,4,"[7, 7, 7, 7]",[]
T0591,theme_generation,旅夜,五言绝句,"请围绕主题“旅夜”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",客枕何须展，乡山不可思。雨声秋半夜，还梦故乡时。,True,4,"[5, 5, 5, 5]",[]
T0592,theme_generation,夏雨,七言绝句,"请围绕主题“夏雨”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",云外山无数，城头日半规。天机何太巧，不贷细丝飞。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0593,theme_generation,冬夜,五言绝句,"请围绕主题“冬夜”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",风雪敲窗急，灯残夜未央。不知身是客，孤坐若为乡。,True,4,"[5, 5, 5, 5]",[]
T0594,theme_generation,梅雪,七言绝句,"请围绕主题“梅雪”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",平生冰雪操，玉树与梅同。莫为东风误，吹成桃李风。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0595,theme_generation,兰亭,五言绝句,"请围绕主题“兰亭”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",一水清且曲，千峰秀复奇。羲献风流在，春归尚不知。,True,4,"[5, 5, 5, 5]",[]
T0596,theme_generation,边月,七言绝句,"请围绕主题“边月”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",金轮寒不煖，玉树久无春。安得如圆镜，清光彻上人。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0597,theme_generation,江雪,五言绝句,"请围绕主题“江雪”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",江雪片片白，玉鳞吹不飞。平明烟浪暖，忽作鹅毛堆。,True,4,"[5, 5, 5, 5]",[]
T0598,theme_generation,云梦,七言绝句,"请围绕主题“云梦”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",南国烟波天似幕，西风江树叶随城。故园归兴知何限，一水遥连远峤横。,True,4,"[7, 7, 7, 7]",[]
T0599,theme_generation,雨巷,五言绝句,"请围绕主题“雨巷”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",雨巷无人扫，秋风落木初。自携黄叶尽，不费买花钱。,True,4,"[5, 5, 5, 5]",[]
T0600,theme_generation,古道,七言绝句,"请围绕主题“古道”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",古来行客道，万折水西流。尽日不闻语，满川唯见愁。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0601,theme_generation,春天,五言绝句,"请围绕主题“春天”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",春从何处来，我亦不能知。但见窗间竹，萧然如素姿。,True,4,"[5, 5, 5, 5]",[]
T0602,theme_generation,夏日,七言绝句,"请围绕主题“夏日”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",暑气正炎蒸，清风何处寻。惟应山竹上，凉叶解鸣琴。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0603,theme_generation,秋思,五言绝句,"请围绕主题“秋思”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",寒云卷秋色，落日堕溪流。独鹤知何事，相随万里游。,True,4,"[5, 5, 5, 5]",[]
T0604,theme_generation,冬雪,七言绝句,"请围绕主题“冬雪”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",腊雪如花舞，春禽似语娇。小窗无一事，袖手听风摇。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0605,theme_generation,春雨,五言绝句,"请围绕主题“春雨”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",云雾长空里，孤舟何渺然。水乡春落后，不见有归年。,True,4,"[5, 5, 5, 5]",[]
T0606,theme_generation,秋风,七言绝句,"请围绕主题“秋风”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山边雨过寒，叶上秋风吹。日暮行人散，水亭人影随。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0607,theme_generation,寒冬,五言绝句,"请围绕主题“寒冬”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",寂历寒亭小，寥寥夜榻空。月移花影转，春在蝶梦中。,True,4,"[5, 5, 5, 5]",[]
T0608,theme_generation,新年,七言绝句,"请围绕主题“新年”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",山城小市开，野老相呼卖。春水照人寒，东风吹面来。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0609,theme_generation,清明,五言绝句,"请围绕主题“清明”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",杏花初发处，相国旧居邻。欲识当时意，寻芳不避贫。,True,4,"[5, 5, 5, 5]",[]
T0610,theme_generation,中秋,七言绝句,"请围绕主题“中秋”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",玉斧裁成月，金波漾处天。嫦娥应更惜，不肯下婵娟。。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0611,theme_generation,明月,五言绝句,"请围绕主题“明月”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",月色与花光，浑如洗玉香。风来翻翠袖，吹上紫罗裳。,True,4,"[5, 5, 5, 5]",[]
T0612,theme_generation,清风,七言绝句,"请围绕主题“清风”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",谁人种此柳，青眼已如云。但得长依旧，何须苦问君。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
T0613,theme_generation,山水,五言绝句,"请围绕主题“山水”创作一首五言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",云气暮难收，峰峦影沈沈。不雨溪亦断，寒泉何处深。,True,4,"[5, 5, 5, 5]",[]
T0614,theme_generation,江河,七言绝句,"请围绕主题“江河”创作一首七言绝句。
要求：只输出诗词正文，不要标题、解释、赏析、序号或任何说明文字。
格式要求：五言绝句为四句、每句五个汉字；七言绝句为四句、每句七个汉字。",南国长江阔，东流会大川。欲知云梦泽，清浅是西川。。。。,False,4,"[5, 5, 5, 5]","[""第 1 句字数错误：期望 7 字，实际 5 字"", ""第 2 句字数错误：期望 7 字，实际 5 字"", ""第 3 句字数错误：期望 7 字，实际 5 字"", ""第 4 句字数错误：期望 7 字，实际 5 字""]"
