id,task_type,theme,poem_type,prefix,references,prompt,generated_text,generated_char_level,references_char_level,BLEU-4,ROUGE-L,BLEU-4-%,ROUGE-L-%,error
P094,prefix_continuation,新年,下一句续写,千门万户曈曈日,"[""总把新桃换旧符。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“千门万户曈曈日”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",一叶双凫泛泛风。,一 叶 双 凫 泛 泛 风,"[""总 把 新 桃 换 旧 符""]",0.0,0.0,0.0,0.0,
P026,prefix_continuation,山水,下一句续写,日照香炉生紫烟,"[""遥看瀑布挂前川。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“日照香炉生紫烟”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",日出扶桑万顷波,日 出 扶 桑 万 顷 波,"[""遥 看 瀑 布 挂 前 川""]",0.0,0.0,0.0,0.0,
P072,prefix_continuation,送别,下一句续写,客舍青青柳色新,"[""劝君更尽一杯酒。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“客舍青青柳色新”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",玉溪春涨桃花急,玉 溪 春 涨 桃 花 急,"[""劝 君 更 尽 一 杯 酒""]",0.0,0.0,0.0,0.0,
P089,prefix_continuation,回乡,下一句续写,少小离家老大回,"[""乡音无改鬓毛衰。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“少小离家老大回”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",不将心事语雕笼,不 将 心 事 语 雕 笼,"[""乡 音 无 改 鬓 毛 衰""]",0.0,0.0,0.0,0.0,
P078,prefix_continuation,边塞,下一句续写,黄沙百战穿金甲,"[""不破楼兰终不还。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“黄沙百战穿金甲”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",紫髯将军死未还,紫 髯 将 军 死 未 还,"[""不 破 楼 兰 终 不 还""]",0.033031643180138064,0.14285714285714285,3.3,14.29,
P065,prefix_continuation,怀旧,下一句续写,正是江南好风景,"[""落花时节又逢君。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“正是江南好风景”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",正逢梅蕊动枝头。,正 逢 梅 蕊 动 枝 头,"[""落 花 时 节 又 逢 君""]",0.033031643180138064,0.14285714285714285,3.3,14.29,
P030,prefix_continuation,感怀,下一句续写,夕阳无限好,"[""只是近黄昏。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“夕阳无限好”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",黄昏独闭门,黄 昏 独 闭 门,"[""只 是 近 黄 昏""]",0.11362193664674995,0.4000000000000001,11.36,40.0,
P028,prefix_continuation,江雪,下一句续写,千山鸟飞绝,"[""万径人踪灭。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“千山鸟飞绝”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",万木蝉鸣稀。,万 木 蝉 鸣 稀,"[""万 径 人 踪 灭""]",0.05372849659117709,0.20000000000000004,5.37,20.0,
P093,prefix_continuation,新年,下一句续写,春风送暖入屠苏,"[""千门万户曈曈日。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“春风送暖入屠苏”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",香凝小院帘垂地,香 凝 小 院 帘 垂 地,"[""千 门 万 户 曈 曈 日""]",0.0,0.0,0.0,0.0,
P104,prefix_continuation,西湖,下一句续写,水光潋滟晴方好,"[""山色空蒙雨亦奇。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“水光潋滟晴方好”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",山色苍茫暮自横,山 色 苍 茫 暮 自 横,"[""山 色 空 蒙 雨 亦 奇""]",0.06985342056580097,0.2857142857142857,6.99,28.57,
P005,prefix_continuation,草原,下一句续写,野火烧不尽,"[""春风吹又生。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“野火烧不尽”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",只看云间字,只 看 云 间 字,"[""春 风 吹 又 生""]",0.0,0.0,0.0,0.0,
P055,prefix_continuation,春景,下一句续写,春风花草香,"[""泥融飞燕子。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“春风花草香”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",暖烟生草木,暖 烟 生 草 木,"[""泥 融 飞 燕 子""]",0.0,0.0,0.0,0.0,
P076,prefix_continuation,边塞,下一句续写,青海长云暗雪山,"[""孤城遥望玉门关。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“青海长云暗雪山”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",万国梦囘春雨细,万 国 梦 囘 春 雨 细,"[""孤 城 遥 望 玉 门 关""]",0.0,0.0,0.0,0.0,
P012,prefix_continuation,江行,下一句续写,两岸猿声啼不住,"[""轻舟已过万重山。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“两岸猿声啼不住”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",楼船夜雪瓜洲渡,楼 船 夜 雪 瓜 洲 渡,"[""轻 舟 已 过 万 重 山""]",0.0,0.0,0.0,0.0,
P070,prefix_continuation,送别,下一句续写,莫愁前路无知己,"[""天下谁人不识君。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“莫愁前路无知己”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",春来渐好无人识,春 来 渐 好 无 人 识,"[""天 下 谁 人 不 识 君""]",0.039281465090051315,0.2857142857142857,3.93,28.57,
P098,prefix_continuation,思乡,下一句续写,京口瓜洲一水间,"[""钟山只隔数重山。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“京口瓜洲一水间”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",钟山祇隔数重山。,钟 山 祇 隔 数 重 山,"[""钟 山 只 隔 数 重 山""]",0.488923022434901,0.8571428571428571,48.89,85.71,
P087,prefix_continuation,秋夕,下一句续写,轻罗小扇扑流萤,"[""天阶夜色凉如水。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“轻罗小扇扑流萤”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",水远山长归未得,水 远 山 长 归 未 得,"[""天 阶 夜 色 凉 如 水""]",0.033031643180138064,0.14285714285714285,3.3,14.29,
P014,prefix_continuation,荷花,下一句续写,接天莲叶无穷碧,"[""映日荷花别样红。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“接天莲叶无穷碧”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",一山放鹤来迎客,一 山 放 鹤 来 迎 客,"[""映 日 荷 花 别 样 红""]",0.0,0.0,0.0,0.0,
P103,prefix_continuation,忧国,下一句续写,王师北定中原日,"[""家祭无忘告乃翁。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“王师北定中原日”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",南朝四百八十寺,南 朝 四 百 八 十 寺,"[""家 祭 无 忘 告 乃 翁""]",0.0,0.0,0.0,0.0,
P018,prefix_continuation,壮志,下一句续写,人生自古谁无死,"[""留取丹心照汗青。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“人生自古谁无死”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",此身如寄在尘寰,此 身 如 寄 在 尘 寰,"[""留 取 丹 心 照 汗 青""]",0.0,0.0,0.0,0.0,
P029,prefix_continuation,田园,下一句续写,采菊东篱下,"[""悠然见南山。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“采菊东篱下”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",霜落满山秋,霜 落 满 山 秋,"[""悠 然 见 南 山""]",0.05372849659117709,0.20000000000000004,5.37,20.0,
P032,prefix_continuation,月夜,下一句续写,疑是地上霜,"[""举头望明月。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“疑是地上霜”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",不识庐山真,不 识 庐 山 真,"[""举 头 望 明 月""]",0.0,0.0,0.0,0.0,
P036,prefix_continuation,相思,下一句续写,红豆生南国,"[""春来发几枝。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“红豆生南国”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",君恩未许归,君 恩 未 许 归,"[""春 来 发 几 枝""]",0.0,0.0,0.0,0.0,
P095,prefix_continuation,山水,下一句续写,横看成岭侧成峰,"[""远近高低各不同。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“横看成岭侧成峰”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",不识庐山真面目,不 识 庐 山 真 面 目,"[""远 近 高 低 各 不 同""]",0.033031643180138064,0.14285714285714285,3.3,14.29,
P004,prefix_continuation,友情,下一句续写,海内存知己,"[""天涯若比邻。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“海内存知己”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",天外相思泪,天 外 相 思 泪,"[""天 涯 若 比 邻""]",0.05372849659117709,0.20000000000000004,5.37,20.0,
P015,prefix_continuation,秋景,下一句续写,停车坐爱枫林晚,"[""霜叶红于二月花。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“停车坐爱枫林晚”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",霜叶红于二月花。,霜 叶 红 于 二 月 花,"[""霜 叶 红 于 二 月 花""]",1.0,1.0,100.0,100.0,
P082,prefix_continuation,江南,下一句续写,水村山郭酒旗风,"[""南朝四百八十寺。""]","[gMASK]<sop><|system|>
你是一名擅长中文古典诗词续写的助手。请严格根据用户给定的上句续写下一句。你的输出必须只有续写的下一句本身，禁止输出标题、解释、原句、序号、引号或任何说明文字。<|user|>
请根据上句“水村山郭酒旗风”，续写下一句。硬性要求：
1. 只输出一行。
2. 只输出续写下句本身。
3. 不要包含原有上句。
4. 不要补全整首诗。
5. 不要输出“下句：”“续写：”“答案：”“解释：”等任何前缀。
6. 不要使用引号包裹。<|assistant|>",秋光浓似酒，,秋 光 浓 似 酒,"[""南 朝 四 百 八 十 寺""]",0.0,0.0,0.0,0.0,
